SEX,DESIGNATION,AGE,SALARY,LEAVES USED,LEAVES REMAINING,RATINGS,PAST EXP,nb_months,yearsMonths,UNIT_Finance,UNIT_IT,UNIT_Management,UNIT_Marketing,UNIT_Operations,UNIT_Web,nb_months_log,yearsMonths_log,PAST EXP grouped,LEAVES REMAINING Z,LEAVES USED Z,DESIGNATION M
1,2,3.4011973816621555,11.240368430263516,24,6,3,4.0,12,1.0,0,0,0,0,1,0,2.4849066497880004,0.0,2,-0.31642166737754884,0.31642166737754884,2
1,0,3.091042453358316,10.794050135837551,23,7,2,0.0,21,1.75,0,0,1,0,0,0,3.044522437723423,0.5596157879354227,0,-0.10013207760995856,0.10013207760995856,0
0,0,3.2188758248682006,10.738785125200751,29,1,2,1.0,32,2.6666666666666665,0,0,1,0,0,0,3.4657359027997265,0.9808292530117262,1,-1.3978696162155004,1.3978696162155004,0
1,0,3.1780538303479458,10.70737077469074,22,8,3,1.0,29,2.4166666666666665,0,1,0,0,0,0,3.367295829986474,0.8823891801984737,1,0.11615751215763173,-0.11615751215763173,0
0,0,3.044522437723423,10.640723386272409,30,0,2,0.0,25,2.0833333333333335,0,0,0,0,0,1,3.2188758248682006,0.7339691750802005,0,-1.6141592059830907,1.6141592059830907,0
0,3,3.4011973816621555,11.833224764706086,27,3,5,4.0,54,4.5,0,1,0,0,0,0,3.9889840465642745,1.5040773967762742,2,-0.9652904366803198,0.9652904366803198,3
0,1,3.258096538021482,11.04344969638154,18,12,5,0.0,44,3.6666666666666665,0,1,0,0,0,0,3.784189633918261,1.2992829841302609,0,0.9813158712279929,-0.9813158712279929,1
1,0,3.1354942159291497,10.675630739322571,27,3,5,0.0,22,1.8333333333333335,0,0,0,0,1,0,3.091042453358316,0.6061358035703156,0,-0.9652904366803198,0.9652904366803198,0
1,0,3.1780538303479458,10.754129814173721,27,3,3,1.0,25,2.0833333333333335,1,0,0,0,0,0,3.2188758248682006,0.7339691750802005,1,-0.9652904366803198,0.9652904366803198,0
1,2,3.332204510175204,11.388280187900534,28,2,4,2.0,19,1.5833333333333335,0,0,0,1,0,0,2.9444389791664403,0.45953232937844024,1,-1.18158002644791,1.18158002644791,2
1,1,3.2188758248682006,11.079415757636284,25,5,2,1.0,11,0.9166666666666666,0,0,1,0,0,0,2.3978952727983707,-0.08701137698962981,1,-0.5327112571451391,0.5327112571451391,1
1,0,3.044522437723423,10.728123415808568,23,7,2,0.0,27,2.25,0,0,0,1,0,0,3.295836866004329,0.8109302162163288,0,-0.10013207760995856,0.10013207760995856,0
0,0,3.1354942159291497,10.70922653983188,26,4,4,0.0,23,1.9166666666666665,0,0,0,0,1,0,3.1354942159291497,0.6505875661411493,0,-0.7490008469127294,0.7490008469127294,0
1,0,3.2188758248682006,10.666300711329177,20,10,2,2.0,28,2.3333333333333335,1,0,0,0,0,0,3.332204510175204,0.8472978603872037,1,0.5487366916928124,-0.5487366916928124,0
0,0,3.2188758248682006,10.687252100679688,15,15,5,2.0,18,1.5,0,1,0,0,0,0,2.8903717578961645,0.4054651081081644,1,1.6301846405307638,-1.6301846405307638,0
0,0,3.044522437723423,10.759433623401165,28,2,2,0.0,16,1.3333333333333333,0,0,0,0,1,0,2.772588722239781,0.28768207245178085,0,-1.18158002644791,1.18158002644791,0
1,0,3.1780538303479458,10.747401121234471,29,1,3,2.0,11,0.9166666666666666,0,0,0,1,0,0,2.3978952727983707,-0.08701137698962981,1,-1.3978696162155004,1.3978696162155004,0
1,0,3.091042453358316,10.752997250719933,28,2,3,0.0,22,1.8333333333333335,0,0,0,0,0,1,3.091042453358316,0.6061358035703156,0,-1.18158002644791,1.18158002644791,0
1,2,3.4011973816621555,11.422081297669504,24,6,2,4.0,21,1.75,0,0,0,1,0,0,3.044522437723423,0.5596157879354227,2,-0.31642166737754884,0.31642166737754884,2
1,0,3.1780538303479458,10.818757763856276,22,8,3,1.0,27,2.25,1,0,0,0,0,0,3.295836866004329,0.8109302162163288,1,0.11615751215763173,-0.11615751215763173,0
0,0,3.091042453358316,10.709114844180075,19,11,2,0.0,15,1.25,0,0,0,0,0,1,2.70805020110221,0.22314355131420976,0,0.7650262814604026,-0.7650262814604026,0
0,0,3.044522437723423,10.772036570424822,25,5,5,0.0,20,1.6666666666666665,0,1,0,0,0,0,2.995732273553991,0.5108256237659906,0,-0.5327112571451391,0.5327112571451391,0
1,1,3.2188758248682006,11.101190743848468,19,11,5,0.0,42,3.5,0,1,0,0,0,0,3.7376696182833684,1.252762968495368,0,0.7650262814604026,-0.7650262814604026,1
0,0,3.1780538303479458,10.742141014683131,18,12,2,2.0,12,1.0,0,1,0,0,0,0,2.4849066497880004,0.0,1,0.9813158712279929,-0.9813158712279929,0
0,0,3.1354942159291497,10.701602671705613,19,11,5,1.0,13,1.0833333333333333,0,0,0,0,0,1,2.5649493574615367,0.08004270767353636,1,0.7650262814604026,-0.7650262814604026,0
0,0,3.044522437723423,10.743026821311144,16,14,4,0.0,15,1.25,0,0,1,0,0,0,2.70805020110221,0.22314355131420976,0,1.4138950507631736,-1.4138950507631736,0
1,1,3.258096538021482,11.069649449465471,22,8,3,2.0,11,0.9166666666666666,1,0,0,0,0,0,2.3978952727983707,-0.08701137698962981,1,0.11615751215763173,-0.11615751215763173,1
0,0,3.1780538303479458,10.803994371254475,24,6,4,2.0,15,1.25,0,0,0,0,1,0,2.70805020110221,0.22314355131420976,1,-0.31642166737754884,0.31642166737754884,0
1,4,3.4011973816621555,12.158026704358093,26,4,5,4.0,30,2.5,0,0,0,0,1,0,3.4011973816621555,0.9162907318741551,2,-0.7490008469127294,0.7490008469127294,3
0,0,3.2188758248682006,10.761788937205512,23,7,2,3.0,12,1.0,0,1,0,0,0,0,2.4849066497880004,0.0,1,-0.10013207760995856,0.10013207760995856,0
0,0,3.2188758248682006,10.616094164252292,24,6,5,2.0,24,2.0,0,1,0,0,0,0,3.1780538303479458,0.6931471805599453,1,-0.31642166737754884,0.31642166737754884,0
1,1,3.2188758248682006,11.00720346221328,25,5,2,0.0,39,3.25,0,0,1,0,0,0,3.6635616461296463,1.1786549963416462,0,-0.5327112571451391,0.5327112571451391,1
1,0,3.2188758248682006,10.745830299457927,27,3,4,2.0,29,2.4166666666666665,0,1,0,0,0,0,3.367295829986474,0.8823891801984737,1,-0.9652904366803198,0.9652904366803198,0
1,1,3.2188758248682006,11.04568601186716,29,1,3,2.0,26,2.1666666666666665,0,0,0,0,1,0,3.258096538021482,0.7731898882334817,1,-1.3978696162155004,1.3978696162155004,1
0,0,3.1780538303479458,10.771407032484863,17,13,5,2.0,13,1.0833333333333333,0,0,0,0,0,1,2.5649493574615367,0.08004270767353636,1,1.1976054609955833,-1.1976054609955833,0
0,1,3.332204510175204,10.860363450888991,23,7,3,0.0,45,3.75,0,0,1,0,0,0,3.8066624897703196,1.3217558399823195,0,-0.10013207760995856,0.10013207760995856,1
0,1,3.2188758248682006,10.869843825417005,19,11,3,0.0,40,3.3333333333333335,0,0,0,1,0,0,3.6888794541139363,1.2039728043259361,0,0.7650262814604026,-0.7650262814604026,1
1,0,3.2188758248682006,10.661157629111573,22,8,5,2.0,25,2.0833333333333335,1,0,0,0,0,0,3.2188758248682006,0.7339691750802005,1,0.11615751215763173,-0.11615751215763173,0
1,1,3.2188758248682006,10.93828994344506,30,0,3,1.0,12,1.0,0,1,0,0,0,0,2.4849066497880004,0.0,1,-1.6141592059830907,1.6141592059830907,1
1,0,3.044522437723423,10.723509645430674,23,7,3,0.0,16,1.3333333333333333,0,0,1,0,0,0,2.772588722239781,0.28768207245178085,0,-0.10013207760995856,0.10013207760995856,0
0,0,3.1354942159291497,10.613221410450464,26,4,3,0.0,25,2.0833333333333335,0,0,0,1,0,0,3.2188758248682006,0.7339691750802005,0,-0.7490008469127294,0.7490008469127294,0
1,2,3.4011973816621555,11.389627248625734,25,5,4,4.0,14,1.1666666666666667,0,1,0,0,0,0,2.6390573296152584,0.15415067982725836,2,-0.5327112571451391,0.5327112571451391,2
0,0,3.1354942159291497,10.81803676885198,27,3,3,0.0,20,1.6666666666666665,0,0,0,0,1,0,2.995732273553991,0.5108256237659906,0,-0.9652904366803198,0.9652904366803198,0
0,1,3.2188758248682006,11.112209063884269,21,9,5,0.0,18,1.5,0,0,0,1,0,0,2.8903717578961645,0.4054651081081644,0,0.33244710192522203,-0.33244710192522203,1
1,1,3.2188758248682006,10.987239978297215,26,4,4,0.0,32,2.6666666666666665,0,0,1,0,0,0,3.4657359027997265,0.9808292530117262,0,-0.7490008469127294,0.7490008469127294,1
1,0,3.1354942159291497,10.607475756273947,19,11,4,0.0,32,2.6666666666666665,0,0,0,0,1,0,3.4657359027997265,0.9808292530117262,0,0.7650262814604026,-0.7650262814604026,0
1,0,3.091042453358316,10.777809799587782,22,8,2,0.0,21,1.75,0,0,0,1,0,0,3.044522437723423,0.5596157879354227,0,0.11615751215763173,-0.11615751215763173,0
0,0,3.1354942159291497,10.643017239276974,18,12,2,0.0,23,1.9166666666666665,1,0,0,0,0,0,3.1354942159291497,0.6505875661411493,0,0.9813158712279929,-0.9813158712279929,0
0,0,3.091042453358316,10.605173176616129,15,15,2,0.0,13,1.0833333333333333,0,0,1,0,0,0,2.5649493574615367,0.08004270767353636,0,1.6301846405307638,-1.6301846405307638,0
1,0,3.044522437723423,10.764984132323145,24,6,2,0.0,12,1.0,0,0,0,0,1,0,2.4849066497880004,0.0,0,-0.31642166737754884,0.31642166737754884,0
1,0,3.1780538303479458,10.799085661185194,18,12,4,2.0,17,1.4166666666666667,1,0,0,0,0,0,2.833213344056216,0.3483066942682158,1,0.9813158712279929,-0.9813158712279929,0
1,0,3.2188758248682006,10.74761611027086,16,14,2,2.0,22,1.8333333333333335,0,0,0,0,0,1,3.091042453358316,0.6061358035703156,1,1.4138950507631736,-1.4138950507631736,0
1,0,3.044522437723423,10.633400512286396,21,9,5,0.0,22,1.8333333333333335,0,0,0,0,0,1,3.091042453358316,0.6061358035703156,0,0.33244710192522203,-0.33244710192522203,0
1,1,3.295836866004329,11.129935879377234,25,5,2,0.0,45,3.75,0,1,0,0,0,0,3.8066624897703196,1.3217558399823195,0,-0.5327112571451391,0.5327112571451391,1
1,0,3.1780538303479458,10.706161557623316,21,9,3,1.0,21,1.75,1,0,0,0,0,0,3.044522437723423,0.5596157879354227,1,0.33244710192522203,-0.33244710192522203,0
1,0,3.2188758248682006,10.611523345589823,20,10,3,3.0,13,1.0833333333333333,0,1,0,0,0,0,2.5649493574615367,0.08004270767353636,1,0.5487366916928124,-0.5487366916928124,0
0,0,3.091042453358316,10.819258149163396,25,5,2,0.0,28,2.3333333333333335,0,0,0,1,0,0,3.332204510175204,0.8472978603872037,0,-0.5327112571451391,0.5327112571451391,0
0,0,3.1780538303479458,10.75934864358382,28,2,4,0.0,34,2.8333333333333335,1,0,0,0,0,0,3.5263605246161616,1.0414538748281612,0,-1.18158002644791,1.18158002644791,0
0,0,3.091042453358316,10.78894787401768,29,1,3,0.0,32,2.6666666666666665,0,1,0,0,0,0,3.4657359027997265,0.9808292530117262,0,-1.3978696162155004,1.3978696162155004,0
1,1,3.332204510175204,10.91051438267176,16,14,4,3.0,43,3.5833333333333335,0,0,0,0,0,1,3.7612001156935624,1.2762934659055623,1,1.4138950507631736,-1.4138950507631736,1
1,1,3.2188758248682006,10.835907506340154,26,4,2,0.0,27,2.25,0,0,0,1,0,0,3.295836866004329,0.8109302162163288,0,-0.7490008469127294,0.7490008469127294,1
1,4,3.4011973816621555,12.057833624033377,18,12,4,4.0,46,3.8333333333333335,0,0,0,0,1,0,3.828641396489095,1.3437347467010947,2,0.9813158712279929,-0.9813158712279929,3
0,0,3.1354942159291497,10.817736200776059,19,11,5,1.0,17,1.4166666666666667,0,0,0,1,0,0,2.833213344056216,0.3483066942682158,1,0.7650262814604026,-0.7650262814604026,0
1,0,3.044522437723423,10.648823876091406,15,15,4,0.0,12,1.0,0,0,0,0,1,0,2.4849066497880004,0.0,0,1.6301846405307638,-1.6301846405307638,0
1,2,3.4011973816621555,11.385421584626712,23,7,3,4.0,12,1.0,1,0,0,0,0,0,2.4849066497880004,0.0,2,-0.10013207760995856,0.10013207760995856,2
0,0,3.091042453358316,10.70634079318413,15,15,5,0.0,29,2.4166666666666665,1,0,0,0,0,0,3.367295829986474,0.8823891801984737,0,1.6301846405307638,-1.6301846405307638,0
0,0,3.091042453358316,10.7758263968811,22,8,3,0.0,19,1.5833333333333335,0,1,0,0,0,0,2.9444389791664403,0.45953232937844024,0,0.11615751215763173,-0.11615751215763173,0
1,0,3.1780538303479458,10.730334861483916,22,8,2,0.0,34,2.8333333333333335,0,0,0,1,0,0,3.5263605246161616,1.0414538748281612,0,0.11615751215763173,-0.11615751215763173,0
0,1,3.2188758248682006,10.973185831039595,25,5,3,0.0,43,3.5833333333333335,0,0,0,0,1,0,3.7612001156935624,1.2762934659055623,0,-0.5327112571451391,0.5327112571451391,1
1,0,3.044522437723423,10.783943831401068,29,1,5,0.0,29,2.4166666666666665,0,0,0,0,1,0,3.367295829986474,0.8823891801984737,0,-1.3978696162155004,1.3978696162155004,0
0,0,3.1354942159291497,10.746540702587744,24,6,4,0.0,23,1.9166666666666665,0,0,0,0,1,0,3.1354942159291497,0.6505875661411493,0,-0.31642166737754884,0.31642166737754884,0
1,0,3.044522437723423,10.611178458536914,26,4,4,0.0,16,1.3333333333333333,0,0,0,0,0,1,2.772588722239781,0.28768207245178085,0,-0.7490008469127294,0.7490008469127294,0
0,0,3.044522437723423,10.77645315967191,29,1,3,0.0,23,1.9166666666666665,0,0,1,0,0,0,3.1354942159291497,0.6505875661411493,0,-1.3978696162155004,1.3978696162155004,0
1,1,3.332204510175204,10.94291584785079,17,13,5,2.0,14,1.1666666666666667,0,0,0,1,0,0,2.6390573296152584,0.15415067982725836,1,1.1976054609955833,-1.1976054609955833,1
0,1,3.258096538021482,11.019382957326798,28,2,5,1.0,15,1.25,1,0,0,0,0,0,2.70805020110221,0.22314355131420976,1,-1.18158002644791,1.18158002644791,1
0,0,3.2188758248682006,10.809707746332515,19,11,4,2.0,25,2.0833333333333335,0,0,0,0,1,0,3.2188758248682006,0.7339691750802005,1,0.7650262814604026,-0.7650262814604026,0
1,0,3.1354942159291497,10.784751962486604,15,15,4,0.0,25,2.0833333333333335,0,1,0,0,0,0,3.2188758248682006,0.7339691750802005,0,1.6301846405307638,-1.6301846405307638,0
0,0,3.2188758248682006,10.681963445198846,19,11,5,3.0,11,0.9166666666666666,0,0,0,0,0,1,2.3978952727983707,-0.08701137698962981,1,0.7650262814604026,-0.7650262814604026,0
0,0,3.091042453358316,10.656670946540133,19,11,2,0.0,17,1.4166666666666667,0,0,1,0,0,0,2.833213344056216,0.3483066942682158,0,0.7650262814604026,-0.7650262814604026,0
1,0,3.1354942159291497,10.603213048456196,24,6,2,0.0,31,2.5833333333333335,0,0,0,0,0,1,3.4339872044851463,0.949080554697146,0,-0.31642166737754884,0.31642166737754884,0
0,0,3.1354942159291497,10.642754668709626,22,8,3,1.0,12,1.0,0,0,0,1,0,0,2.4849066497880004,0.0,1,0.11615751215763173,-0.11615751215763173,0
0,0,3.1354942159291497,10.770525013023255,26,4,4,0.0,25,2.0833333333333335,1,0,0,0,0,0,3.2188758248682006,0.7339691750802005,0,-0.7490008469127294,0.7490008469127294,0
1,1,3.295836866004329,11.151137471644674,16,14,4,3.0,33,2.75,0,0,0,1,0,0,3.4965075614664802,1.0116009116784799,1,1.4138950507631736,-1.4138950507631736,1
1,0,3.1780538303479458,10.636071769003747,21,9,2,2.0,12,1.0,0,0,1,0,0,0,2.4849066497880004,0.0,1,0.33244710192522203,-0.33244710192522203,0
1,0,3.2188758248682006,10.694487133263578,15,15,5,3.0,11,0.9166666666666666,0,0,1,0,0,0,2.3978952727983707,-0.08701137698962981,1,1.6301846405307638,-1.6301846405307638,0
1,0,3.1354942159291497,10.74391184398016,28,2,4,1.0,12,1.0,1,0,0,0,0,0,2.4849066497880004,0.0,1,-1.18158002644791,1.18158002644791,0
0,3,3.4011973816621555,11.84495929499251,29,1,2,4.0,54,4.5,0,0,0,1,0,0,3.9889840465642745,1.5040773967762742,2,-1.3978696162155004,1.3978696162155004,3
0,0,3.1780538303479458,10.690785149725912,17,13,2,1.0,21,1.75,1,0,0,0,0,0,3.044522437723423,0.5596157879354227,1,1.1976054609955833,-1.1976054609955833,0
1,0,3.091042453358316,10.604974857371074,27,3,3,0.0,18,1.5,1,0,0,0,0,0,2.8903717578961645,0.4054651081081644,0,-0.9652904366803198,0.9652904366803198,0
1,0,3.2188758248682006,10.721018160386105,19,11,5,2.0,18,1.5,0,0,1,0,0,0,2.8903717578961645,0.4054651081081644,1,0.7650262814604026,-0.7650262814604026,0
0,0,3.044522437723423,10.758285786097968,15,15,3,0.0,27,2.25,0,0,0,0,1,0,3.295836866004329,0.8109302162163288,0,1.6301846405307638,-1.6301846405307638,0
1,0,3.1354942159291497,10.689532915462804,25,5,5,0.0,18,1.5,0,0,0,0,0,1,2.8903717578961645,0.4054651081081644,0,-0.5327112571451391,0.5327112571451391,0
1,1,3.332204510175204,11.1541196809749,28,2,4,3.0,17,1.4166666666666667,1,0,0,0,0,0,2.833213344056216,0.3483066942682158,1,-1.18158002644791,1.18158002644791,1
1,0,3.1780538303479458,10.646995092435022,29,1,5,1.0,25,2.0833333333333335,0,0,1,0,0,0,3.2188758248682006,0.7339691750802005,1,-1.3978696162155004,1.3978696162155004,0
1,0,3.091042453358316,10.606659318618037,19,11,5,0.0,32,2.6666666666666665,0,0,0,1,0,0,3.4657359027997265,0.9808292530117262,0,0.7650262814604026,-0.7650262814604026,0
1,0,3.091042453358316,10.70716934002763,18,12,5,0.0,19,1.5833333333333335,1,0,0,0,0,0,2.9444389791664403,0.45953232937844024,0,0.9813158712279929,-0.9813158712279929,0
0,0,3.1780538303479458,10.67968828823136,30,0,4,2.0,11,0.9166666666666666,0,0,0,0,1,0,2.3978952727983707,-0.08701137698962981,1,-1.6141592059830907,1.6141592059830907,0
1,0,3.1780538303479458,10.800167238761167,23,7,2,0.0,32,2.6666666666666665,0,0,0,1,0,0,3.4657359027997265,0.9808292530117262,0,-0.10013207760995856,0.10013207760995856,0
1,0,3.1354942159291497,10.632412024471595,18,12,4,0.0,20,1.6666666666666665,0,1,0,0,0,0,2.995732273553991,0.5108256237659906,0,0.9813158712279929,-0.9813158712279929,0
1,1,3.258096538021482,11.06479291054266,27,3,2,1.0,46,3.8333333333333335,0,0,0,0,1,0,3.828641396489095,1.3437347467010947,1,-0.9652904366803198,0.9652904366803198,1
0,0,3.1354942159291497,10.801634680173994,20,10,5,1.0,16,1.3333333333333333,0,0,0,1,0,0,2.772588722239781,0.28768207245178085,1,0.5487366916928124,-0.5487366916928124,0
1,0,3.1354942159291497,10.761301354651307,20,10,4,1.0,17,1.4166666666666667,0,0,0,0,0,1,2.833213344056216,0.3483066942682158,1,0.5487366916928124,-0.5487366916928124,0
0,0,3.2188758248682006,10.769768376656003,30,0,2,1.0,30,2.5,0,0,0,1,0,0,3.4011973816621555,0.9162907318741551,1,-1.6141592059830907,1.6141592059830907,0
0,0,3.1354942159291497,10.708399696426893,19,11,3,1.0,11,0.9166666666666666,1,0,0,0,0,0,2.3978952727983707,-0.08701137698962981,1,0.7650262814604026,-0.7650262814604026,0
0,2,3.367295829986474,11.187707658989343,25,5,4,2.0,28,2.3333333333333335,0,0,1,0,0,0,3.332204510175204,0.8472978603872037,1,-0.5327112571451391,0.5327112571451391,2
0,1,3.295836866004329,10.988372720584238,21,9,2,4.0,11,0.9166666666666666,0,0,1,0,0,0,2.3978952727983707,-0.08701137698962981,2,0.33244710192522203,-0.33244710192522203,1
0,5,3.4011973816621555,12.292699782042218,25,5,5,4.0,70,5.833333333333333,0,1,0,0,0,0,4.248495242049359,1.7635885922613586,2,-0.5327112571451391,0.5327112571451391,3
1,0,3.044522437723423,10.769473974500535,15,15,2,0.0,34,2.8333333333333335,0,0,0,0,0,1,3.5263605246161616,1.0414538748281612,0,1.6301846405307638,-1.6301846405307638,0
1,0,3.091042453358316,10.68161905700107,21,9,3,0.0,20,1.6666666666666665,0,0,1,0,0,0,2.995732273553991,0.5108256237659906,0,0.33244710192522203,-0.33244710192522203,0
1,0,3.091042453358316,10.661063873251763,29,1,3,0.0,22,1.8333333333333335,1,0,0,0,0,0,3.091042453358316,0.6061358035703156,0,-1.3978696162155004,1.3978696162155004,0
0,0,3.2188758248682006,10.683683609382596,17,13,2,3.0,16,1.3333333333333333,0,0,0,0,0,1,2.772588722239781,0.28768207245178085,1,1.1976054609955833,-1.1976054609955833,0
0,0,3.1780538303479458,10.798942723822146,26,4,3,1.0,23,1.9166666666666665,0,0,0,1,0,0,3.1354942159291497,0.6505875661411493,1,-0.7490008469127294,0.7490008469127294,0
0,0,3.091042453358316,10.690193379861592,19,11,4,0.0,26,2.1666666666666665,1,0,0,0,0,0,3.258096538021482,0.7731898882334817,0,0.7650262814604026,-0.7650262814604026,0
1,3,3.4011973816621555,11.76992923377254,15,15,2,4.0,53,4.416666666666667,1,0,0,0,0,0,3.970291913552122,1.4853852637641216,2,1.6301846405307638,-1.6301846405307638,3
1,1,3.332204510175204,10.9360668705998,20,10,3,4.0,16,1.3333333333333333,0,1,0,0,0,0,2.772588722239781,0.28768207245178085,2,0.5487366916928124,-0.5487366916928124,1
0,0,3.044522437723423,10.731340435948365,30,0,3,0.0,34,2.8333333333333335,0,0,0,0,0,1,3.5263605246161616,1.0414538748281612,0,-1.6141592059830907,1.6141592059830907,0
0,0,3.091042453358316,10.807300762899171,25,5,4,0.0,29,2.4166666666666665,0,0,1,0,0,0,3.367295829986474,0.8823891801984737,0,-0.5327112571451391,0.5327112571451391,0
1,1,3.258096538021482,10.964449893752333,23,7,3,0.0,20,1.6666666666666665,0,0,1,0,0,0,2.995732273553991,0.5108256237659906,0,-0.10013207760995856,0.10013207760995856,1
1,0,3.091042453358316,10.688187864022686,26,4,4,0.0,15,1.25,0,0,1,0,0,0,2.70805020110221,0.22314355131420976,0,-0.7490008469127294,0.7490008469127294,0
0,2,3.4011973816621555,11.313266479778829,22,8,4,4.0,37,3.0833333333333335,0,1,0,0,0,0,3.6109179126442243,1.1260112628562242,2,0.11615751215763173,-0.11615751215763173,2
0,0,3.2188758248682006,10.724610094524913,25,5,2,2.0,20,1.6666666666666665,0,0,0,1,0,0,2.995732273553991,0.5108256237659906,1,-0.5327112571451391,0.5327112571451391,0
0,3,3.4011973816621555,11.608817293765796,30,0,2,4.0,15,1.25,0,0,0,0,0,1,2.70805020110221,0.22314355131420976,2,-1.6141592059830907,1.6141592059830907,3
1,1,3.258096538021482,10.938449814127782,15,15,2,3.0,26,2.1666666666666665,0,1,0,0,0,0,3.258096538021482,0.7731898882334817,1,1.6301846405307638,-1.6301846405307638,1
1,0,3.1354942159291497,10.729941100404298,24,6,4,0.0,23,1.9166666666666665,1,0,0,0,0,0,3.1354942159291497,0.6505875661411493,0,-0.31642166737754884,0.31642166737754884,0
0,0,3.091042453358316,10.76901116735663,20,10,4,0.0,32,2.6666666666666665,0,1,0,0,0,0,3.4657359027997265,0.9808292530117262,0,0.5487366916928124,-0.5487366916928124,0
1,1,3.295836866004329,10.987172311286548,19,11,3,4.0,29,2.4166666666666665,0,1,0,0,0,0,3.367295829986474,0.8823891801984737,2,0.7650262814604026,-0.7650262814604026,1
1,0,3.2188758248682006,10.678007325311796,26,4,5,1.0,30,2.5,0,0,1,0,0,0,3.4011973816621555,0.9162907318741551,1,-0.7490008469127294,0.7490008469127294,0
1,1,3.2188758248682006,10.83484422108265,16,14,2,1.0,19,1.5833333333333335,0,0,0,1,0,0,2.9444389791664403,0.45953232937844024,1,1.4138950507631736,-1.4138950507631736,1
0,0,3.1780538303479458,10.614081646699795,26,4,5,2.0,13,1.0833333333333333,0,0,0,1,0,0,2.5649493574615367,0.08004270767353636,1,-0.7490008469127294,0.7490008469127294,0
0,0,3.091042453358316,10.72961284769053,22,8,3,0.0,24,2.0,1,0,0,0,0,0,3.1780538303479458,0.6931471805599453,0,0.11615751215763173,-0.11615751215763173,0
1,0,3.091042453358316,10.638951609723101,27,3,5,0.0,29,2.4166666666666665,0,1,0,0,0,0,3.367295829986474,0.8823891801984737,0,-0.9652904366803198,0.9652904366803198,0
0,0,3.2188758248682006,10.778143459633002,20,10,3,2.0,21,1.75,0,0,0,0,1,0,3.044522437723423,0.5596157879354227,1,0.5487366916928124,-0.5487366916928124,0
0,3,3.4011973816621555,11.7292780095071,20,10,4,4.0,45,3.75,0,1,0,0,0,0,3.8066624897703196,1.3217558399823195,2,0.5487366916928124,-0.5487366916928124,3
1,0,3.2188758248682006,10.746949493754942,15,15,2,3.0,12,1.0,0,1,0,0,0,0,2.4849066497880004,0.0,1,1.6301846405307638,-1.6301846405307638,0
1,0,3.091042453358316,10.690193379861592,22,8,5,0.0,27,2.25,0,0,1,0,0,0,3.295836866004329,0.8109302162163288,0,0.11615751215763173,-0.11615751215763173,0
0,2,3.367295829986474,11.40524002655051,27,3,5,3.0,43,3.5833333333333335,0,1,0,0,0,0,3.7612001156935624,1.2762934659055623,1,-0.9652904366803198,0.9652904366803198,2
0,0,3.1780538303479458,10.786304227552566,29,1,5,1.0,28,2.3333333333333335,0,0,1,0,0,0,3.332204510175204,0.8472978603872037,1,-1.3978696162155004,1.3978696162155004,0
1,0,3.044522437723423,10.626800147427799,18,12,5,0.0,16,1.3333333333333333,0,1,0,0,0,0,2.772588722239781,0.28768207245178085,0,0.9813158712279929,-0.9813158712279929,0
0,0,3.044522437723423,10.725951004566129,23,7,2,0.0,29,2.4166666666666665,0,0,0,1,0,0,3.367295829986474,0.8823891801984737,0,-0.10013207760995856,0.10013207760995856,0
0,0,3.1354942159291497,10.660172753900062,17,13,4,0.0,24,2.0,0,0,1,0,0,0,3.1780538303479458,0.6931471805599453,0,1.1976054609955833,-1.1976054609955833,0
0,0,3.1354942159291497,10.754151170971056,16,14,5,0.0,33,2.75,1,0,0,0,0,0,3.4965075614664802,1.0116009116784799,0,1.4138950507631736,-1.4138950507631736,0
0,0,3.1780538303479458,10.664083079084039,27,3,2,2.0,16,1.3333333333333333,0,1,0,0,0,0,2.772588722239781,0.28768207245178085,1,-0.9652904366803198,0.9652904366803198,0
1,1,3.2188758248682006,10.866089187273534,24,6,5,0.0,30,2.5,0,0,0,0,1,0,3.4011973816621555,0.9162907318741551,0,-0.31642166737754884,0.31642166737754884,1
1,0,3.2188758248682006,10.75042820627549,15,15,3,2.0,19,1.5833333333333335,0,0,0,0,0,1,2.9444389791664403,0.45953232937844024,1,1.6301846405307638,-1.6301846405307638,0
1,4,3.4011973816621555,12.193625500228416,27,3,3,4.0,49,4.083333333333333,0,1,0,0,0,0,3.8918202981106265,1.4069136483226263,2,-0.9652904366803198,0.9652904366803198,3
1,2,3.367295829986474,11.462221470595523,15,15,3,0.0,55,4.583333333333333,0,0,0,0,1,0,4.007333185232471,1.5224265354444706,0,1.6301846405307638,-1.6301846405307638,2
0,0,3.091042453358316,10.80242864607517,21,9,5,0.0,24,2.0,1,0,0,0,0,0,3.1780538303479458,0.6931471805599453,0,0.33244710192522203,-0.33244710192522203,0
1,0,3.091042453358316,10.70207524555407,19,11,4,0.0,24,2.0,0,0,0,0,0,1,3.1780538303479458,0.6931471805599453,0,0.7650262814604026,-0.7650262814604026,0
1,0,3.1780538303479458,10.812229866652954,17,13,4,0.0,32,2.6666666666666665,0,1,0,0,0,0,3.4657359027997265,0.9808292530117262,0,1.1976054609955833,-1.1976054609955833,0
1,0,3.2188758248682006,10.73103449857573,17,13,2,2.0,21,1.75,0,0,0,1,0,0,3.044522437723423,0.5596157879354227,1,1.1976054609955833,-1.1976054609955833,0
